PLAYER,TEAM_BBREF,MP,BPM,SEASON
Seth Curry,2TM,2135.0,-0.6,2021-22
Seth Curry,PHI,1566.0,-1.0,2021-22
Seth Curry,BRK,569.0,0.7,2021-22
Kyle Lowry,MIA,2133.0,2.0,2021-22
Bojan Bogdanović,UTA,2131.0,0.0,2021-22
Jaren Jackson Jr.,MEM,2126.0,-0.1,2021-22
Rudy Gobert,UTA,2120.0,4.6,2021-22
Ayo Dosunmu,CHI,2110.0,-2.0,2021-22
Christian Wood,HOU,2094.0,1.6,2021-22
Cade Cunningham,DET,2088.0,-1.6,2021-22
De'Aaron Fox,SAC,2084.0,-0.6,2021-22
LeBron James,LAL,2084.0,7.7,2021-22
D'Angelo Russell,MIN,2077.0,0.8,2021-22
Davion Mitchell,SAC,2076.0,-3.8,2021-22
Cole Anthony,ORL,2059.0,-1.2,2021-22
Mike Conley,UTA,2058.0,3.1,2021-22
Justin Holiday,2TM,2057.0,-2.2,2021-22
Justin Holiday,IND,1416.0,-1.7,2021-22
Justin Holiday,SAC,641.0,-3.4,2021-22
Jae'Sean Tate,HOU,2056.0,-1.8,2021-22
Kevin Durant,BRK,2047.0,7.2,2021-22
Duncan Robinson,MIA,2043.0,-0.6,2021-22
Clint Capela,ATL,2042.0,2.0,2021-22
Bobby Portis,MIL,2028.0,0.2,2021-22
Al Horford,BOS,2005.0,4.3,2021-22
Steven Adams,MEM,1999.0,2.0,2021-22
Kelly Oubre Jr.,CHO,1999.0,-1.4,2021-22
Deni Avdija,WAS,1984.0,-1.7,2021-22
P.J. Tucker,MIA,1981.0,0.6,2021-22
Isaac Okoro,CLE,1981.0,-1.7,2021-22
Spencer Dinwiddie,2TM,1980.0,0.3,2021-22
Spencer Dinwiddie,WAS,1330.0,-0.9,2021-22
Spencer Dinwiddie,DAL,650.0,2.9,2021-22
Malik Beasley,MIN,1976.0,-0.7,2021-22
Jakob Poeltl,SAS,1970.0,1.6,2021-22
Shai Gilgeous-Alexander,OKC,1942.0,3.4,2021-22
Robert Covington,2TM,1940.0,0.2,2021-22
Robert Covington,POR,1431.0,-1.2,2021-22
Robert Covington,LAC,509.0,4.1,2021-22
Devin Vassell,SAS,1937.0,-0.5,2021-22
Jimmy Butler,MIA,1931.0,6.3,2021-22
Darius Bazley,OKC,1924.0,-1.8,2021-22
Luke Kennard,LAC,1919.0,0.5,2021-22
Kevin Porter Jr.,HOU,1907.0,-1.6,2021-22
Reggie Bullock,DAL,1902.0,-1.4,2021-22
Ja Morant,MEM,1889.0,6.1,2021-22
Jae Crowder,PHO,1886.0,1.1,2021-22
Jarred Vanderbilt,MIN,1880.0,0.2,2021-22
Lauri Markkanen,CLE,1878.0,0.4,2021-22
Grant Williams,BOS,1875.0,-0.4,2021-22
Brandon Ingram,NOP,1869.0,2.0,2021-22
Cody Martin,CHO,1866.0,-0.5,2021-22
Ivica Zubac,LAC,1852.0,0.7,2021-22
Wendell Carter Jr.,ORL,1852.0,1.6,2021-22
Jeff Green,DEN,1849.0,-2.5,2021-22
Mitchell Robinson,NYK,1848.0,2.2,2021-22
Bogdan Bogdanović,ATL,1848.0,1.3,2021-22
Dennis Schröder,2TM,1837.0,-1.9,2021-22
Dennis Schröder,BOS,1433.0,-1.2,2021-22
Dennis Schröder,HOU,404.0,-4.4,2021-22
Bam Adebayo,MIA,1825.0,3.8,2021-22
Mo Bamba,ORL,1824.0,0.7,2021-22
Isaiah Stewart,DET,1816.0,-3.3,2021-22
Jarrett Allen,CLE,1810.0,3.9,2021-22
Grayson Allen,MIL,1805.0,0.4,2021-22
Robert Williams,BOS,1804.0,5.5,2021-22
Jaden McDaniels,MIN,1803.0,-2.9,2021-22
Immanuel Quickley,NYK,1802.0,0.2,2021-22
Corey Kispert,WAS,1801.0,-2.3,2021-22
Dwight Powell,DAL,1798.0,0.9,2021-22
Mason Plumlee,CHO,1793.0,0.0,2021-22
Carmelo Anthony,LAL,1793.0,-0.5,2021-22
Josh Hart,2TM,1791.0,0.9,2021-22
Josh Hart,NOP,1374.0,0.7,2021-22
Josh Hart,POR,417.0,1.8,2021-22
Caris LeVert,2TM,1781.0,-1.2,2021-22
Caris LeVert,IND,1214.0,-0.3,2021-22
Caris LeVert,CLE,567.0,-3.1,2021-22
Bruce Brown,BRK,1774.0,0.7,2021-22
P.J. Washington,CHO,1768.0,-0.1,2021-22
Chuma Okeke,ORL,1749.0,-0.1,2021-22
Georges Niang,PHI,1736.0,-1.9,2021-22
Kevon Looney,GSW,1732.0,0.9,2021-22
Cameron Johnson,PHO,1730.0,2.7,2021-22
Gary Harris,ORL,1730.0,-2.4,2021-22
OG Anunoby,TOR,1728.0,0.5,2021-22
Precious Achiuwa,TOR,1725.0,-2.6,2021-22
Deandre Ayton,PHO,1713.0,2.8,2021-22
Garrison Mathews,HOU,1712.0,-2.3,2021-22
Josh Giddey,OKC,1700.0,-0.9,2021-22
Pat Connaughton,MIL,1691.0,1.2,2021-22
Chris Boucher,TOR,1690.0,0.1,2021-22
Matisse Thybulle,PHI,1685.0,1.1,2021-22
Anfernee Simons,POR,1681.0,-0.7,2021-22
Coby White,CHI,1675.0,-2.1,2021-22
Danilo Gallinari,ATL,1672.0,-0.2,2021-22
Eric Gordon,HOU,1670.0,-2.3,2021-22
Kevin Love,CLE,1665.0,4.5,2021-22
Luguentz Dort,OKC,1665.0,-2.3,2021-22
John Collins,ATL,1663.0,1.5,2021-22
De'Anthony Melton,MEM,1657.0,1.9,2021-22
KJ Martin,HOU,1656.0,-1.2,2021-22
Killian Hayes,DET,1647.0,-3.5,2021-22
Montrezl Harrell,2TM,1641.0,3.9,2021-22
Montrezl Harrell,WAS,1117.0,4.8,2021-22
Montrezl Harrell,CHO,524.0,1.8,2021-22
Lonnie Walker IV,SAS,1612.0,-2.5,2021-22
Cory Joseph,DET,1600.0,-2.1,2021-22
Josh Richardson,2TM,1600.0,0.1,2021-22
Josh Richardson,BOS,1087.0,0.3,2021-22
Josh Richardson,SAS,513.0,-0.2,2021-22
Torrey Craig,2TM,1596.0,-1.8,2021-22
Torrey Craig,IND,1034.0,-2.2,2021-22
Torrey Craig,PHO,562.0,-1.1,2021-22
Gabe Vincent,MIA,1589.0,-1.4,2021-22
Max Strus,MIA,1587.0,0.9,2021-22
Jusuf Nurkić,POR,1579.0,0.3,2021-22
De'Andre Hunter,ATL,1577.0,-3.9,2021-22
Amir Coffey,LAC,1567.0,-0.3,2021-22
Oshae Brissett,IND,1564.0,-2.2,2021-22
Marcus Morris,LAC,1564.0,-1.4,2021-22
Gordon Hayward,CHO,1564.0,-0.7,2021-22
Tyus Jones,MEM,1549.0,1.7,2021-22
Chris Duarte,IND,1541.0,-2.3,2021-22
Trey Lyles,2TM,1537.0,-0.3,2021-22
Trey Lyles,DET,990.0,0.0,2021-22
Trey Lyles,SAC,547.0,-1.0,2021-22
Javonte Green,CHI,1519.0,0.1,2021-22
Talen Horton-Tucker,LAL,1511.0,-3.3,2021-22
Jerami Grant,DET,1500.0,1.2,2021-22
Alperen Şengün,HOU,1489.0,-1.0,2021-22
Kyle Anderson,MEM,1484.0,1.2,2021-22
Kristaps Porziņģis,2TM,1481.0,3.9,2021-22
Kristaps Porziņģis,DAL,1002.0,3.0,2021-22
Kristaps Porziņģis,WAS,479.0,5.7,2021-22
Austin Rivers,DEN,1480.0,-3.8,2021-22
Patrick Beverley,MIN,1476.0,2.7,2021-22
Nickeil Alexander-Walker,2TM,1466.0,-2.9,2021-22
Nickeil Alexander-Walker,NOP,1317.0,-3.0,2021-22
Nickeil Alexander-Walker,UTA,149.0,-1.7,2021-22
Nicolas Batum,LAC,1463.0,2.3,2021-22
Cedi Osman,CLE,1462.0,0.2,2021-22
Norman Powell,2TM,1458.0,-0.3,2021-22
Norman Powell,POR,1333.0,-1.0,2021-22
Norman Powell,LAC,125.0,7.7,2021-22
Delon Wright,ATL,1452.0,2.2,2021-22
Maxi Kleber,DAL,1450.0,-0.4,2021-22
Terrence Ross,ORL,1448.0,-3.7,2021-22
Daniel Gafford,WAS,1444.0,1.6,2021-22
Bradley Beal,WAS,1439.0,0.8,2021-22
Landry Shamet,PHO,1437.0,-1.2,2021-22
Andre Drummond,2TM,1437.0,1.3,2021-22
Andre Drummond,PHI,902.0,1.3,2021-22
Andre Drummond,BRK,535.0,1.2,2021-22
Austin Reaves,LAL,1418.0,-1.9,2021-22
Furkan Korkmaz,PHI,1414.0,-3.1,2021-22
Avery Bradley,LAL,1406.0,-3.6,2021-22
Anthony Davis,LAL,1404.0,3.8,2021-22
R.J. Hampton,ORL,1402.0,-4.1,2021-22
Jaxson Hayes,NOP,1398.0,0.2,2021-22
Otto Porter Jr.,GSW,1396.0,3.1,2021-22
Raul Neto,WAS,1372.0,-2.9,2021-22
Caleb Martin,MIA,1372.0,1.1,2021-22
Tre Mann,OKC,1367.0,-4.4,2021-22
Eric Bledsoe,LAC,1361.0,-0.8,2021-22
Danny Green,PHI,1353.0,-0.5,2021-22
Ziaire Williams,MEM,1346.0,-3.0,2021-22
Josh Christopher,HOU,1334.0,-3.5,2021-22
Draymond Green,GSW,1329.0,3.2,2021-22
Bones Hyland,DEN,1310.0,-0.4,2021-22
Jalen Suggs,ORL,1307.0,-5.6,2021-22
John Konchar,MEM,1292.0,1.5,2021-22
Bryn Forbes,2TM,1286.0,-2.9,2021-22
Bryn Forbes,SAS,676.0,-1.6,2021-22
Bryn Forbes,DEN,610.0,-4.3,2021-22
Ben McLemore,POR,1285.0,-3.2,2021-22
Chimezie Metu,SAC,1279.0,-1.5,2021-22
Cameron Payne,PHO,1278.0,0.0,2021-22
Hamidou Diallo,DET,1269.0,-0.5,2021-22
Damion Lee,GSW,1256.0,-2.0,2021-22
George Hill,MIL,1253.0,-1.6,2021-22
Gary Payton II,GSW,1248.0,3.7,2021-22
Brandon Clarke,MEM,1246.0,4.2,2021-22
Tim Hardaway Jr.,DAL,1245.0,-0.2,2021-22
Drew Eubanks,2TM,1245.0,-1.4,2021-22
Drew Eubanks,SAS,595.0,-1.2,2021-22
Drew Eubanks,POR,650.0,-1.5,2021-22
Myles Turner,IND,1235.0,1.4,2021-22
Aleksej Pokusevski,OKC,1233.0,-2.6,2021-22
Obi Toppin,NYK,1230.0,2.0,2021-22
Doug McDermott,SAS,1223.0,-2.5,2021-22
Isaiah Hartenstein,LAC,1216.0,4.5,2021-22
Naz Reid,MIN,1215.0,0.0,2021-22
Lonzo Ball,CHI,1212.0,2.5,2021-22
Aaron Wiggins,OKC,1209.0,-4.3,2021-22
Malcolm Brogdon,IND,1206.0,2.3,2021-22
James Johnson,BRK,1191.0,-2.2,2021-22
Jonathan Kuminga,GSW,1185.0,-1.5,2021-22
Jordan Nwora,MIL,1185.0,-4.1,2021-22
Facundo Campazzo,DEN,1184.0,-0.8,2021-22
Shake Milton,PHI,1179.0,-2.2,2021-22
Taurean Prince,MIN,1177.0,-0.9,2021-22
Cam Thomas,BRK,1176.0,-3.4,2021-22
CJ Elleby,POR,1174.0,-5.3,2021-22
JaVale McGee,PHO,1172.0,0.8,2021-22
Frank Jackson,DET,1164.0,-3.5,2021-22
Hassan Whiteside,UTA,1162.0,2.1,2021-22
Marvin Bagley III,2TM,1153.0,-2.3,2021-22
Marvin Bagley III,SAC,663.0,-3.5,2021-22
Marvin Bagley III,DET,490.0,-0.6,2021-22
Tre Jones,SAS,1148.0,-0.5,2021-22
Alex Caruso,CHI,1147.0,0.2,2021-22
Nemanja Bjelica,GSW,1143.0,1.4,2021-22
Ish Smith,2TM,1126.0,-2.9,2021-22
Ish Smith,CHO,511.0,-4.5,2021-22
Ish Smith,WAS,615.0,-1.5,2021-22
Joe Ingles,UTA,1122.0,-0.3,2021-22
Garrett Temple,NOP,1098.0,-2.5,2021-22
Stanley Johnson,LAL,1094.0,-2.7,2021-22
Kyrie Irving,BRK,1091.0,3.0,2021-22
Nassir Little,POR,1088.0,-1.4,2021-22
Jeremiah Robinson-Earl,OKC,1087.0,-2.2,2021-22
JaMychal Green,DEN,1085.0,-1.8,2021-22
Paul George,LAC,1077.0,3.7,2021-22
Richaun Holmes,SAC,1074.0,-0.5,2021-22
Kenrich Williams,OKC,1072.0,-0.3,2021-22
Dewayne Dedmon,MIA,1065.0,-1.0,2021-22
Damian Lillard,POR,1056.0,1.3,2021-22
Troy Brown Jr.,CHI,1055.0,-1.8,2021-22
LaMarcus Aldridge,BRK,1050.0,0.7,2021-22
Larry Nance Jr.,2TM,1040.0,-0.1,2021-22
Larry Nance Jr.,POR,858.0,0.3,2021-22
Larry Nance Jr.,NOP,182.0,-1.9,2021-22
Josh Green,DAL,1039.0,-1.0,2021-22
Rudy Gay,UTA,1038.0,-1.0,2021-22
DeAndre' Bembry,2TM,1026.0,-0.7,2021-22
DeAndre' Bembry,BRK,949.0,-0.4,2021-22
DeAndre' Bembry,MIL,77.0,-3.9,2021-22
Aaron Holiday,2TM,1021.0,-1.7,2021-22
Aaron Holiday,WAS,663.0,-2.1,2021-22
Aaron Holiday,PHO,358.0,-0.8,2021-22
Damian Jones,SAC,1017.0,0.3,2021-22
Lamar Stevens,CLE,1015.0,-2.9,2021-22
Cam Reddish,2TM,1012.0,-1.3,2021-22
Cam Reddish,ATL,797.0,-1.5,2021-22
Cam Reddish,NYK,215.0,-0.8,2021-22
Donte DiVincenzo,2TM,1006.0,-2.3,2021-22
Donte DiVincenzo,MIL,341.0,-5.5,2021-22
Donte DiVincenzo,SAC,665.0,-0.6,2021-22
Wesley Matthews,MIL,1002.0,-3.3,2021-22
Payton Pritchard,BOS,1001.0,1.8,2021-22
Juan Toscano-Anderson,GSW,994.0,-0.8,2021-22
Onyeka Okongwu,ATL,992.0,0.8,2021-22
Khem Birch,TOR,991.0,-1.3,2021-22
Kessler Edwards,BRK,987.0,-3.8,2021-22
Dean Wade,CLE,980.0,-0.6,2021-22
Daniel Theis,2TM,977.0,-2.1,2021-22
Daniel Theis,HOU,584.0,-3.4,2021-22
Daniel Theis,BOS,393.0,-0.1,2021-22
Jaylen Nowell,MIN,975.0,0.8,2021-22
Nic Claxton,BRK,974.0,0.5,2021-22
Dwight Howard,LAL,971.0,-0.2,2021-22
Ricky Rubio,CLE,970.0,0.2,2021-22
Duane Washington Jr.,IND,968.0,-4.7,2021-22
Joshua Primo,SAS,965.0,-5.0,2021-22
Moritz Wagner,ORL,960.0,1.6,2021-22
Blake Griffin,BRK,958.0,-0.5,2021-22
Keita Bates-Diop,SAS,957.0,-2.6,2021-22
Isaiah Roby,OKC,948.0,0.6,2021-22
Kemba Walker,NYK,948.0,0.4,2021-22
Taj Gibson,NYK,946.0,-2.0,2021-22
Rui Hachimura,WAS,943.0,-1.4,2021-22
Klay Thompson,GSW,941.0,1.1,2021-22
Jeremy Lamb,2TM,935.0,-0.8,2021-22
Jeremy Lamb,IND,613.0,-0.5,2021-22
Jeremy Lamb,SAC,322.0,-1.5,2021-22
Jalen Smith,2TM,925.0,-0.5,2021-22
Jalen Smith,PHO,382.0,-2.3,2021-22
Jalen Smith,IND,543.0,0.8,2021-22
Théo Maledon,OKC,908.0,-4.4,2021-22
Tomáš Satoranský,3TM,906.0,-3.7,2021-22
Tomáš Satoranský,NOP,481.0,-5.6,2021-22
Tomáš Satoranský,SAS,9.0,-1.3,2021-22
Tomáš Satoranský,WAS,416.0,-1.5,2021-22
Jevon Carter,2TM,905.0,-2.2,2021-22
Jevon Carter,BRK,552.0,-4.4,2021-22
Jevon Carter,MIL,353.0,1.2,2021-22
Jordan McLaughlin,MIN,902.0,0.4,2021-22
Derrick Jones Jr.,CHI,899.0,-0.9,2021-22
Tristan Thompson,3TM,897.0,-3.1,2021-22
Tristan Thompson,SAC,455.0,-3.7,2021-22
Tristan Thompson,IND,66.0,-6.8,2021-22
Tristan Thompson,CHI,376.0,-1.7,2021-22
Jalen McDaniels,CHO,895.0,-2.3,2021-22
Dillon Brooks,MEM,885.0,-1.8,2021-22
D.J. Augustin,2TM,883.0,-3.6,2021-22
D.J. Augustin,HOU,510.0,-4.3,2021-22
D.J. Augustin,LAL,373.0,-2.6,2021-22
Serge Ibaka,2TM,877.0,-1.5,2021-22
Serge Ibaka,LAC,538.0,-1.0,2021-22
Serge Ibaka,MIL,339.0,-2.4,2021-22
Trendon Watford,POR,869.0,-1.7,2021-22
Trey Murphy III,NOP,864.0,-1.2,2021-22
Maurice Harkless,SAC,863.0,-3.3,2021-22
Thaddeus Young,2TM,845.0,2.2,2021-22
Thaddeus Young,SAS,370.0,2.4,2021-22
Thaddeus Young,TOR,475.0,2.0,2021-22
Armoni Brooks,2TM,844.0,-3.9,2021-22
Armoni Brooks,HOU,690.0,-4.4,2021-22
Armoni Brooks,TOR,154.0,-1.6,2021-22
Willy Hernangómez,NOP,839.0,0.2,2021-22
Jose Alvarado,NOP,834.0,1.9,2021-22
Josh Jackson,2TM,830.0,-4.5,2021-22
Josh Jackson,DET,707.0,-3.7,2021-22
Josh Jackson,SAC,123.0,-9.2,2021-22
Tony Snell,2TM,823.0,-4.2,2021-22
Tony Snell,POR,546.0,-5.0,2021-22
Tony Snell,NOP,277.0,-2.6,2021-22
Lance Stephenson,2TM,814.0,-3.2,2021-22
Lance Stephenson,ATL,70.0,-7.7,2021-22
Lance Stephenson,IND,744.0,-2.8,2021-22
Wayne Ellington,LAL,810.0,-1.4,2021-22
Dāvis Bertāns,2TM,807.0,-2.6,2021-22
Dāvis Bertāns,WAS,501.0,-3.8,2021-22
Dāvis Bertāns,DAL,306.0,-0.6,2021-22
Ty Jerome,OKC,801.0,-2.3,2021-22
Lou Williams,ATL,799.0,-3.4,2021-22
Quentin Grimes,NYK,786.0,-0.3,2021-22
Justise Winslow,2TM,775.0,-1.7,2021-22
Justise Winslow,LAC,480.0,-1.5,2021-22
Justise Winslow,POR,295.0,-2.0,2021-22
Romeo Langford,2TM,771.0,-1.4,2021-22
Romeo Langford,BOS,728.0,-1.2,2021-22
Romeo Langford,SAS,43.0,-4.2,2021-22
Trent Forrest,UTA,765.0,-1.0,2021-22
Kelly Olynyk,DET,764.0,1.6,2021-22
Brandon Boston Jr.,LAC,760.0,-3.3,2021-22
Rodney McGruder,DET,754.0,-1.4,2021-22
Eric Paschall,UTA,737.0,-0.5,2021-22
Naji Marshall,NOP,735.0,-3.2,2021-22
Goga Bitadze,IND,729.0,-0.8,2021-22
Danuel House Jr.,3TM,727.0,-1.1,2021-22
Danuel House Jr.,HOU,233.0,-5.6,2021-22
Danuel House Jr.,NYK,3.0,-20.4,2021-22
Danuel House Jr.,UTA,491.0,1.2,2021-22
DeMarcus Cousins,2TM,718.0,-1.6,2021-22
DeMarcus Cousins,MIL,287.0,0.6,2021-22
DeMarcus Cousins,DEN,431.0,-3.1,2021-22
Svi Mykhailiuk,TOR,716.0,-2.9,2021-22
Terry Taylor,IND,714.0,-0.6,2021-22
Rodney Hood,2TM,709.0,-3.3,2021-22
Rodney Hood,MIL,581.0,-3.5,2021-22
Rodney Hood,LAC,128.0,-2.4,2021-22
Omer Yurtseven,MIA,706.0,-1.0,2021-22
Xavier Tillman Sr.,MEM,701.0,0.7,2021-22
Zeke Nnaji,DEN,698.0,-2.2,2021-22
Rajon Rondo,2TM,698.0,-1.7,2021-22
Rajon Rondo,LAL,289.0,-4.5,2021-22
Rajon Rondo,CLE,409.0,0.3,2021-22
Keon Johnson,2TM,697.0,-5.9,2021-22
Keon Johnson,LAC,135.0,-5.7,2021-22
Keon Johnson,POR,562.0,-6.0,2021-22
Dalano Banton,TOR,696.0,-3.1,2021-22
Vít Krejčí,OKC,690.0,-5.3,2021-22
Frank Ntilikina,DAL,685.0,-1.9,2021-22
Timothé Luwawu-Cabarrot,ATL,685.0,-3.3,2021-22
Davon Reed,DEN,668.0,-0.3,2021-22
Derrick Favors,OKC,653.0,-2.1,2021-22
T.J. McConnell,IND,652.0,0.9,2021-22
Greg Brown III,POR,640.0,-4.7,2021-22
Brandon Williams,POR,640.0,-5.7,2021-22
Dennis Smith Jr.,POR,638.0,-1.7,2021-22
Derrick Rose,NYK,636.0,2.3,2021-22
Sterling Brown,DAL,628.0,-2.9,2021-22
DeAndre Jordan,2TM,622.0,-1.4,2021-22
DeAndre Jordan,LAL,408.0,-0.6,2021-22
DeAndre Jordan,PHI,214.0,-2.9,2021-22
Alex Len,SAC,620.0,-2.9,2021-22
Robin Lopez,ORL,612.0,-3.8,2021-22
Isaiah Joe,PHI,609.0,-4.6,2021-22
David Nwaba,HOU,609.0,-0.6,2021-22
Moses Moody,GSW,607.0,-2.5,2021-22
Saben Lee,DET,604.0,-0.4,2021-22
Andre Iguodala,GSW,603.0,2.7,2021-22
Mike Muscala,OKC,592.0,5.0,2021-22
Jock Landale,SAS,589.0,-0.4,2021-22
Aaron Nesmith,BOS,574.0,-4.3,2021-22
Keifer Sykes,IND,566.0,-6.9,2021-22
Nerlens Noel,NYK,562.0,0.3,2021-22
Jericho Sims,NYK,555.0,-1.7,2021-22
Tony Bradley,CHI,549.0,-1.8,2021-22
Elfrid Payton,PHO,549.0,-3.5,2021-22
Kent Bazemore,LAL,545.0,-4.3,2021-22
Isaiah Jackson,IND,541.0,-1.6,2021-22
Malachi Flynn,TOR,537.0,-1.5,2021-22
Ignas Brazdeikis,ORL,536.0,-4.3,2021-22
Terence Davis,SAC,536.0,-0.9,2021-22
Josh Okogie,MIN,516.0,-2.7,2021-22
Bismack Biyombo,PHO,506.0,-1.3,2021-22
Brandon Goodwin,CLE,502.0,-1.6,2021-22
Zach Collins,SAS,502.0,-0.2,2021-22
Goran Dragić,2TM,498.0,-3.3,2021-22
Goran Dragić,TOR,90.0,1.9,2021-22
Goran Dragić,BRK,408.0,-4.4,2021-22
Thanasis Antetokounmpo,MIL,473.0,-3.5,2021-22
Admiral Schofield,ORL,469.0,-5.4,2021-22
Lindy Waters III,OKC,465.0,-1.6,2021-22
Anthony Gill,WAS,463.0,-1.9,2021-22
Trevor Ariza,LAL,462.0,-3.4,2021-22
Killian Tillie,MEM,461.0,-2.7,2021-22
Dylan Windler,CLE,459.0,-1.7,2021-22
Matt Thomas,CHI,459.0,-2.6,2021-22
Kelan Martin,2TM,450.0,-3.6,2021-22
Kelan Martin,IND,444.0,-3.3,2021-22
Kelan Martin,BOS,6.0,-25.1,2021-22
Yuta Watanabe,TOR,445.0,-2.0,2021-22
Juancho Hernangómez,3TM,445.0,-0.6,2021-22
Juancho Hernangómez,BOS,96.0,-8.3,2021-22
Juancho Hernangómez,SAS,51.0,-2.5,2021-22
Juancho Hernangómez,UTA,298.0,2.2,2021-22
Trey Burke,DAL,441.0,-5.0,2021-22
Thomas Bryant,WAS,439.0,-1.0,2021-22
Elijah Hughes,2TM,434.0,-6.9,2021-22
Elijah Hughes,UTA,112.0,-1.5,2021-22
Elijah Hughes,POR,322.0,-8.8,2021-22
Joe Harris,BRK,423.0,-1.4,2021-22
Patrick Williams,CHI,422.0,-1.5,2021-22
Olivier Sarr,OKC,421.0,-4.0,2021-22
Enes Freedom,BOS,411.0,-1.4,2021-22
Sandro Mamukelashvili,MIL,407.0,-0.3,2021-22
Semi Ojeleye,2TM,406.0,-5.7,2021-22
Semi Ojeleye,MIL,308.0,-6.6,2021-22
Semi Ojeleye,LAC,98.0,-3.1,2021-22
Day'Ron Sharpe,BRK,391.0,-2.8,2021-22
Luka Garza,DET,389.0,-2.5,2021-22
Isaiah Livers,DET,383.0,-1.5,2021-22
